Code,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,clean_content,searched_unique_singleword,unsearched_unique_singleword,searched_pairword,searched_unique_singleword_synonym,searched_words,ranking_score,final_category
102390000,94055,80,0,102310000.0,94054,10.0,Other,2,,,,,,,10,"other Bovine Animals (Live), Buffaloes (Live), Bullocks (Live), Bulls (Live), Calves, Cattle, Cows - Live, Heifers, Steers"
102391000,94129,80,0,102390000.0,94055,80.0,Domestic species,3,domestic species,domestic,species,,domestic domestic_help house_servant domesticated,domestic domestic_help house_servant domesticated,9,"domestic domestic_help house_servant domesticated Bovine Animals (Live), Buffaloes (Live), Bullocks (Live), Bulls (Live), Calves, Cattle, Cows - Live, Heifers, Steers"
102391010,96165,80,1,102391000.0,94129,80.0,Of a weight exceeding 160 kg,4,weight exceeding kg,weight,exceeding kg,,weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle,weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle,8,"weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle Bovine Animals (Live), Buffaloes (Live), Bullocks (Live), Bulls (Live), Calves, Cattle, Cows - Live, Heifers, Steers"
102391090,96167,80,1,102391000.0,94129,80.0,Other,4,,,,,,,8,"other Bovine Animals (Live), Buffaloes (Live), Bullocks (Live), Bulls (Live), Calves, Cattle, Cows - Live, Heifers, Steers"
102399000,94130,80,1,102390000.0,94055,80.0,Other,3,,,,,,,9,"other Bovine Animals (Live), Buffaloes (Live), Bullocks (Live), Bulls (Live), Calves, Cattle, Cows - Live, Heifers, Steers"
102900000,27638,80,0,102000000.0,27633,80.0,Other,1,,,,,,,11,"other Bovine Animals (Live), Buffaloes (Live), Bullocks (Live), Bulls (Live), Calves, Cattle, Cows - Live, Heifers, Steers"
102902000,94052,80,1,102900000.0,27638,80.0,Pure-bred breeding animals,2,purebred breeding animal,animal,purebred breeding,,animal animate_being beast brute creature fauna carnal fleshly sensual,animal animate_being beast brute creature fauna carnal fleshly sensual,10,"animal animate_being beast brute creature fauna carnal fleshly sensual Bovine Animals (Live), Buffaloes (Live), Bullocks (Live), Bulls (Live), Calves, Cattle, Cows - Live, Heifers, Steers"
102909100,94131,10,0,102900000.0,27638,80.0,Other,2,,,,,,,10,"other Bovine Animals (Live), Buffaloes (Live), Bullocks (Live), Bulls (Live), Calves, Cattle, Cows - Live, Heifers, Steers"
102909100,94132,80,0,102909100.0,94131,10.0,Domestic species,3,domestic species,domestic,species,,domestic domestic_help house_servant domesticated,domestic domestic_help house_servant domesticated,9,"domestic domestic_help house_servant domesticated Bovine Animals (Live), Buffaloes (Live), Bullocks (Live), Bulls (Live), Calves, Cattle, Cows - Live, Heifers, Steers"
102909110,96168,80,1,102909100.0,94132,80.0,Of a weight exceeding 160 kg,4,weight exceeding kg,weight,exceeding kg,,weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle,weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle,8,"weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle Bovine Animals (Live), Buffaloes (Live), Bullocks (Live), Bulls (Live), Calves, Cattle, Cows - Live, Heifers, Steers"
102909190,96166,80,1,102909100.0,94132,80.0,Other,4,,,,,,,8,"other Bovine Animals (Live), Buffaloes (Live), Bullocks (Live), Bulls (Live), Calves, Cattle, Cows - Live, Heifers, Steers"
102909900,94133,80,1,102909100.0,94131,10.0,Other,3,,,,,,,9,"other Bovine Animals (Live), Buffaloes (Live), Bullocks (Live), Bulls (Live), Calves, Cattle, Cows - Live, Heifers, Steers"
103000000,27762,80,0,100000000.0,27623,80.0,Live swine,0,live swine,,live swine,,,,12,"live swine Pigs, Live, Swine"
103100000,27763,80,1,103000000.0,27762,80.0,Pure-bred breeding animals,1,purebred breeding animal,animal,purebred breeding,,animal animate_being beast brute creature fauna carnal fleshly sensual,animal animate_being beast brute creature fauna carnal fleshly sensual,11,"animal animate_being beast brute creature fauna carnal fleshly sensual Pigs, Live, Swine"
103910000,27764,10,0,103000000.0,27762,80.0,Other,1,,,,,,,11,"other Pigs, Live, Swine"
103910000,27765,80,0,103910000.0,27764,10.0,Weighing less than 50 kg,2,weighing les kg,weighing,les kg,,deliberation weighing advisement weigh consider count librate matter press,deliberation weighing advisement weigh consider count librate matter press,10,"deliberation weighing advisement weigh consider count librate matter press Pigs, Live, Swine"
103911000,27766,80,1,103910000.0,27765,80.0,Domestic species,3,domestic species,domestic,species,,domestic domestic_help house_servant domesticated,domestic domestic_help house_servant domesticated,9,"domestic domestic_help house_servant domesticated Pigs, Live, Swine"
103919000,27767,80,1,103910000.0,27765,80.0,Other,3,,,,,,,9,"other Pigs, Live, Swine"
103920000,27768,80,0,103910000.0,27764,10.0,Weighing 50 kg or more,2,weighing kg,weighing,kg,,deliberation weighing advisement weigh consider count librate matter press,deliberation weighing advisement weigh consider count librate matter press,10,"deliberation weighing advisement weigh consider count librate matter press Pigs, Live, Swine"
103921100,27769,10,0,103920000.0,27768,80.0,Domestic species,3,domestic species,domestic,species,,domestic domestic_help house_servant domesticated,domestic domestic_help house_servant domesticated,9,"domestic domestic_help house_servant domesticated Pigs, Live, Swine"
103921100,27770,80,1,103921100.0,27769,10.0,"Sows having farrowed at least once, of a weight of not less than 160 kg",4,sow farrowed least weight les kg,weight,sow farrowed least les kg,,weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle,weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle,8,"weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle Pigs, Live, Swine"
103921900,27771,80,1,103921100.0,27769,10.0,Other,4,,,,,,,8,"other Pigs, Live, Swine"
103929000,27772,80,1,103920000.0,27768,80.0,Other,3,,,,,,,9,"other Pigs, Live, Swine"
104000000,27773,80,0,100000000.0,27623,80.0,Live sheep and goats,0,live sheep goat,,live sheep goat,,,,12,"live sheep goat Goats, Lambs, Sheep"
104100000,27774,80,0,104000000.0,27773,80.0,Sheep,1,sheep,,sheep,,,,11,"sheep Goats, Lambs, Sheep"
104101000,27775,80,1,104100000.0,27774,80.0,Pure-bred breeding animals,2,purebred breeding animal,animal,purebred breeding,,animal animate_being beast brute creature fauna carnal fleshly sensual,animal animate_being beast brute creature fauna carnal fleshly sensual,10,"animal animate_being beast brute creature fauna carnal fleshly sensual Goats, Lambs, Sheep"
104103000,27776,10,0,104100000.0,27774,80.0,Other,2,,,,,,,10,"other Goats, Lambs, Sheep"
104103000,27777,80,1,104103000.0,27776,10.0,Lambs (up to a year old),3,lamb year old,lamb,year old,,lamb Lamb Charles_Lamb Elia dear,lamb Lamb Charles_Lamb Elia dear,9,"lamb Lamb Charles_Lamb Elia dear Goats, Lambs, Sheep"
104108000,27778,80,1,104103000.0,27776,10.0,Other,3,,,,,,,9,"other Goats, Lambs, Sheep"
104200000,27780,80,0,104000000.0,27773,80.0,Goats,1,goat,,goat,,,,11,"goat Goats, Lambs, Sheep"
104201000,27781,80,1,104200000.0,27780,80.0,Pure-bred breeding animals,2,purebred breeding animal,animal,purebred breeding,,animal animate_being beast brute creature fauna carnal fleshly sensual,animal animate_being beast brute creature fauna carnal fleshly sensual,10,"animal animate_being beast brute creature fauna carnal fleshly sensual Goats, Lambs, Sheep"
104209000,27782,80,1,104200000.0,27780,80.0,Other,2,,,,,,,10,"other Goats, Lambs, Sheep"
105000000,27783,80,0,100000000.0,27623,80.0,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",0,live poultry say fowl species gallu domesticu duck goose turkey guinea fowl,poultry duck turkey,live say fowl species gallu domesticu goose guinea fowl,,domestic_fowl fowl poultry duck duck's_egg dip douse hedge fudge evade put_off circumvent parry elude skirt dodge sidestep turkey Meleagris_gallopavo Turkey Republic_of_Turkey joker bomb dud,domestic_fowl fowl poultry duck duck's_egg dip douse hedge fudge evade put_off circumvent parry elude skirt dodge sidestep turkey Meleagris_gallopavo Turkey Republic_of_Turkey joker bomb dud,12,"domestic_fowl fowl poultry duck duck's_egg dip douse hedge fudge evade put_off circumvent parry elude skirt dodge sidestep turkey Meleagris_gallopavo Turkey Republic_of_Turkey joker bomb dud Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105110000,27784,10,0,105000000.0,27783,80.0,Weighing not more than 185 g,1,weighing g,weighing,g,,deliberation weighing advisement weigh consider count librate matter press,deliberation weighing advisement weigh consider count librate matter press,11,"deliberation weighing advisement weigh consider count librate matter press Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105110000,27785,80,0,105110000.0,27784,10.0,Fowls of the species Gallus domesticus,2,fowl species gallu domesticu,,fowl species gallu domesticu,,,,10,"fowl species gallu domesticu Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105111100,27786,10,0,105110000.0,27785,80.0,Grandparent and parent female chicks,3,grandparent parent female chick,,grandparent parent female chick,,,,9,"grandparent parent female chick Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105111100,27787,80,1,105111100.0,27786,10.0,Laying stocks,4,laying stock,stock,laying,,stock inventory gunstock stock_certificate store fund lineage line line_of_descent descent bloodline blood_line blood pedigree ancestry origin parentage stemma breed strain broth caudex gillyflower Malcolm_stock neckcloth livestock farm_animal carry stockpile buy_in stock_up sprout banal commonplace hackneyed old-hat shopworn threadbare timeworn tired trite well-worn standard,stock inventory gunstock stock_certificate store fund lineage line line_of_descent descent bloodline blood_line blood pedigree ancestry origin parentage stemma breed strain broth caudex gillyflower Malcolm_stock neckcloth livestock farm_animal carry stockpile buy_in stock_up sprout banal commonplace hackneyed old-hat shopworn threadbare timeworn tired trite well-worn standard,8,"stock inventory gunstock stock_certificate store fund lineage line line_of_descent descent bloodline blood_line blood pedigree ancestry origin parentage stemma breed strain broth caudex gillyflower Malcolm_stock neckcloth livestock farm_animal carry stockpile buy_in stock_up sprout banal commonplace hackneyed old-hat shopworn threadbare timeworn tired trite well-worn standard Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105111900,27788,80,1,105111100.0,27786,10.0,Other,4,,,,,,,8,"other Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105119100,27789,10,0,105110000.0,27785,80.0,Other,3,,,,,,,9,"other Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105119100,27790,80,1,105119100.0,27789,10.0,Laying stocks,4,laying stock,stock,laying,,stock inventory gunstock stock_certificate store fund lineage line line_of_descent descent bloodline blood_line blood pedigree ancestry origin parentage stemma breed strain broth caudex gillyflower Malcolm_stock neckcloth livestock farm_animal carry stockpile buy_in stock_up sprout banal commonplace hackneyed old-hat shopworn threadbare timeworn tired trite well-worn standard,stock inventory gunstock stock_certificate store fund lineage line line_of_descent descent bloodline blood_line blood pedigree ancestry origin parentage stemma breed strain broth caudex gillyflower Malcolm_stock neckcloth livestock farm_animal carry stockpile buy_in stock_up sprout banal commonplace hackneyed old-hat shopworn threadbare timeworn tired trite well-worn standard,8,"stock inventory gunstock stock_certificate store fund lineage line line_of_descent descent bloodline blood_line blood pedigree ancestry origin parentage stemma breed strain broth caudex gillyflower Malcolm_stock neckcloth livestock farm_animal carry stockpile buy_in stock_up sprout banal commonplace hackneyed old-hat shopworn threadbare timeworn tired trite well-worn standard Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105119900,27791,80,1,105119100.0,27789,10.0,Other,4,,,,,,,8,"other Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105120000,59201,80,1,105110000.0,27784,10.0,Turkeys,2,turkey,turkey,,,turkey Meleagris_gallopavo Turkey Republic_of_Turkey joker bomb dud,turkey Meleagris_gallopavo Turkey Republic_of_Turkey joker bomb dud,10,"turkey Meleagris_gallopavo Turkey Republic_of_Turkey joker bomb dud Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105130000,94185,80,1,105110000.0,27784,10.0,Ducks,2,duck,duck,,,duck duck's_egg dip douse hedge fudge evade put_off circumvent parry elude skirt dodge sidestep,duck duck's_egg dip douse hedge fudge evade put_off circumvent parry elude skirt dodge sidestep,10,"duck duck's_egg dip douse hedge fudge evade put_off circumvent parry elude skirt dodge sidestep Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105140000,94186,80,1,105110000.0,27784,10.0,Geese,2,goose,,goose,,,,10,"goose Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105150000,94187,80,1,105110000.0,27784,10.0,Guinea fowls,2,guinea fowl,,guinea fowl,,,,10,"guinea fowl Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105940000,85304,10,0,105000000.0,27783,80.0,Other,1,,,,,,,11,"other Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105940000,85305,80,1,105940000.0,85304,10.0,Fowls of the species Gallus domesticus,2,fowl species gallu domesticu,,fowl species gallu domesticu,,,,10,"fowl species gallu domesticu Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105990000,27797,80,0,105940000.0,85304,10.0,Other,2,,,,,,,10,"other Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105991000,27798,80,1,105990000.0,27797,80.0,Ducks,3,duck,duck,,,duck duck's_egg dip douse hedge fudge evade put_off circumvent parry elude skirt dodge sidestep,duck duck's_egg dip douse hedge fudge evade put_off circumvent parry elude skirt dodge sidestep,9,"duck duck's_egg dip douse hedge fudge evade put_off circumvent parry elude skirt dodge sidestep Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105992000,27799,80,1,105990000.0,27797,80.0,Geese,3,goose,,goose,,,,9,"goose Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105993000,27800,80,1,105990000.0,27797,80.0,Turkeys,3,turkey,turkey,,,turkey Meleagris_gallopavo Turkey Republic_of_Turkey joker bomb dud,turkey Meleagris_gallopavo Turkey Republic_of_Turkey joker bomb dud,9,"turkey Meleagris_gallopavo Turkey Republic_of_Turkey joker bomb dud Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
105995000,27801,80,1,105990000.0,27797,80.0,Guinea fowls,3,guinea fowl,,guinea fowl,,,,9,"guinea fowl Chickens (Gallus Domesticus), Ducks, Fowls, Live, Geese, Guinea Fowls, Poultry, Live, Turkeys"
106000000,27802,80,0,100000000.0,27623,80.0,Other live animals,0,live animal,animal,live,,animal animate_being beast brute creature fauna carnal fleshly sensual,animal animate_being beast brute creature fauna carnal fleshly sensual,12,"animal animate_being beast brute creature fauna carnal fleshly sensual Bees, Birds (Other Than Poultry), Cats, Dogs, Greyhounds, Pigeons, Live, Rabbits, Domestic, Zoo Animals"
106110000,72769,10,0,106000000.0,27802,80.0,Mammals,1,mammal,,mammal,,,,11,"mammal Bees, Birds (Other Than Poultry), Cats, Dogs, Greyhounds, Pigeons, Live, Rabbits, Domestic, Zoo Animals"
106110000,72770,80,1,106110000.0,72769,10.0,Primates,2,primate,,primate,,,,10,"primate Bees, Birds (Other Than Poultry), Cats, Dogs, Greyhounds, Pigeons, Live, Rabbits, Domestic, Zoo Animals"
106120000,72771,80,1,106110000.0,72769,10.0,"Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)",2,whale dolphin porpoise mammal order cetacea manatee dugong mammal order sirenium seal sea lion walruse mammal suborder pinnipedium,seal sea,whale dolphin porpoise mammal order cetacea manatee dugong mammal order sirenium lion walruse mammal suborder pinnipedium,,sealing_wax seal stamp sealskin Navy_SEAL SEAL cachet seal_of_approval seal_off varnish sea ocean,sealing_wax seal stamp sealskin Navy_SEAL SEAL cachet seal_of_approval seal_off varnish sea ocean,10,"sealing_wax seal stamp sealskin Navy_SEAL SEAL cachet seal_of_approval seal_off varnish sea ocean Bees, Birds (Other Than Poultry), Cats, Dogs, Greyhounds, Pigeons, Live, Rabbits, Domestic, Zoo Animals"
